provider_id,start_date,end_date,rotation_id,role
S0084401,2013-12-28 00:00:00,2014-01-11,2,R3
S0084401,2014-02-08 00:00:00,2014-03-08,27,R3
S0084407,2012-07-01 00:00:00,2012-07-14,5,R2
S0084407,2012-11-17 00:00:00,2012-12-08,5,R2
S0084407,2013-01-12 00:00:00,2013-02-09,2,R2
S0084407,2013-02-09 00:00:00,2013-03-09,27,R2
S0084412,2012-07-28 00:00:00,2012-08-11,5,R2
S0084412,2012-09-22 00:00:00,2012-10-20,27,R2
S0084412,2012-12-29 00:00:00,2013-01-12,2,R2
S0084412,2013-05-04 00:00:00,2013-05-18,5,R2
S0084412,2013-08-24 00:00:00,2013-09-07,5,R3
S0084412,2014-04-05 00:00:00,2014-05-03,27,R3
S0084412,2014-05-03 00:00:00,2014-05-31,2,R3
S0084431,2012-09-22 00:00:00,2012-10-20,27,R2
S0084431,2012-11-03 00:00:00,2012-11-17,5,R2
S0084431,2012-12-08 00:00:00,2012-12-24,5,R2
S0084431,2013-03-23 00:00:00,2013-04-06,5,R2
S0084431,2013-07-01 00:00:00,2013-07-13,5,R3
S0084431,2013-08-24 00:00:00,2013-09-07,5,R3
S0084431,2013-12-28 00:00:00,2014-01-11,27,R3
S0084431,2014-03-08 00:00:00,2014-04-05,2,R3
S0084431,2014-05-03 00:00:00,2014-05-31,2,R3
S0084433,2012-07-14 00:00:00,2012-07-28,5,R2
S0084433,2012-11-03 00:00:00,2012-11-17,5,R2
S0084433,2013-03-09 00:00:00,2013-04-06,27,R2
S0084433,2013-07-01 00:00:00,2013-07-27,2,R3
S0084433,2014-02-08 00:00:00,2014-02-22,5,R3
S0084438,2012-07-28 00:00:00,2012-08-25,2,R2
S0084438,2012-10-06 00:00:00,2012-10-20,5,R2
S0084438,2012-12-24 00:00:00,2012-12-29,5,R2
S0084438,2013-03-09 00:00:00,2013-04-06,27,R2
S0084438,2013-10-19 00:00:00,2013-11-16,2,R3
S0084438,2014-04-05 00:00:00,2014-05-03,2,R3
S0084443,2012-07-28 00:00:00,2012-08-25,27,R2
S0084443,2012-11-03 00:00:00,2012-11-17,5,R2
S0084443,2012-12-24 00:00:00,2012-12-29,5,R2
S0084443,2013-04-06 00:00:00,2013-05-04,2,R2
S0084443,2013-06-01 00:00:00,2013-07-01,2,R2
S0084449,2012-12-08 00:00:00,2012-12-24,5,R2
S0084449,2013-03-09 00:00:00,2013-04-06,27,R2
S0084449,2013-04-06 00:00:00,2013-04-20,5,R2
S0084449,2013-05-18 00:00:00,2013-06-01,5,R2
S0084449,2013-07-01 00:00:00,2013-07-13,5,R3
S0084449,2013-10-19 00:00:00,2013-11-16,2,R3
S0084449,2013-12-28 00:00:00,2014-01-05,5,R3
S0084453,2012-08-25 00:00:00,2012-09-22,2,R2
S0084453,2013-01-12 00:00:00,2013-01-26,5,R2
S0084453,2013-06-01 00:00:00,2013-07-01,27,R2
S0084453,2013-11-16 00:00:00,2013-12-28,2,R3
S0084453,2014-05-31 00:00:00,2014-06-14,5,R3
S0084461,2012-08-25 00:00:00,2012-09-22,27,R2
S0084461,2012-12-29 00:00:00,2013-01-12,2,R2
S0084461,2013-05-18 00:00:00,2013-06-01,5,R2
S0084461,2013-06-15 00:00:00,2013-07-01,5,R2
S0084461,2013-07-27 00:00:00,2013-08-24,2,R3
S0084461,2013-08-24 00:00:00,2013-09-07,5,R3
S0084462,2012-09-08 00:00:00,2012-09-22,5,R2
S0084462,2012-10-06 00:00:00,2012-10-20,5,R2
S0084462,2012-11-17 00:00:00,2012-12-24,22,R2
S0084462,2013-02-09 00:00:00,2013-02-23,5,R2
S0084462,2013-04-06 00:00:00,2013-05-04,2,R2
S0084462,2013-06-01 00:00:00,2013-07-01,27,R2
S0084462,2014-02-08 00:00:00,2014-02-22,5,R3
S0084464,2013-02-09 00:00:00,2013-03-09,2,R2
S0084464,2013-04-20 00:00:00,2013-05-04,5,R2
S0084464,2013-05-18 00:00:00,2013-06-01,5,R2
S0084464,2013-08-24 00:00:00,2013-09-21,2,R3
S0084464,2014-02-22 00:00:00,2014-03-08,5,R3
S0084464,2014-05-31 00:00:00,2014-07-01,27,R3
S0084472,2012-09-08 00:00:00,2012-09-22,5,R2
S0084472,2012-12-24 00:00:00,2012-12-29,5,R2
S0084472,2013-02-09 00:00:00,2013-03-09,27,R2
S0084472,2013-03-09 00:00:00,2013-04-06,2,R2
S0084472,2013-07-13 00:00:00,2013-07-27,5,R3
S0084472,2013-10-19 00:00:00,2013-11-02,5,R3
S0084472,2014-03-08 00:00:00,2014-04-05,27,R3
S0084472,2014-04-05 00:00:00,2014-05-03,2,R3
S0084484,2012-07-01 00:00:00,2012-07-28,22,R2
S0084484,2012-11-03 00:00:00,2012-11-17,5,R2
S0084484,2012-12-29 00:00:00,2013-01-12,27,R2
S0084484,2013-03-09 00:00:00,2013-03-23,5,R2
S0084484,2013-12-28 00:00:00,2014-01-11,27,R3
S0084484,2014-02-08 00:00:00,2014-03-08,2,R3
S0084484,2014-05-03 00:00:00,2014-05-17,5,R3
S0084492,2012-07-01 00:00:00,2012-07-28,27,R2
S0084492,2012-11-17 00:00:00,2012-12-29,2,R2
S0084492,2013-01-12 00:00:00,2013-02-09,22,R2
S0084492,2013-02-09 00:00:00,2013-02-23,5,R2
S0084492,2013-03-09 00:00:00,2013-04-06,2,R2
S0084492,2013-06-01 00:00:00,2013-06-15,5,R2
S0084492,2013-07-27 00:00:00,2013-08-24,2,R3
S0084492,2014-03-22 00:00:00,2014-04-05,5,R3
S0084499,2012-07-01 00:00:00,2012-07-28,27,R2
S0084499,2012-09-22 00:00:00,2012-10-06,5,R2
S0084499,2013-02-09 00:00:00,2013-03-09,2,R2
S0084499,2013-05-04 00:00:00,2013-06-01,22,R2
S0084499,2013-06-15 00:00:00,2013-07-01,5,R2
S0084499,2013-07-27 00:00:00,2013-08-10,5,R3
S0084504,2012-07-28 00:00:00,2012-08-25,22,R2
S0084504,2012-08-25 00:00:00,2012-09-22,27,R2
S0084504,2012-11-17 00:00:00,2012-12-08,5,R2
S0084504,2013-05-04 00:00:00,2013-05-18,5,R2
S0084504,2013-07-27 00:00:00,2013-08-10,5,R3
S0084504,2013-11-16 00:00:00,2013-12-28,2,R3
S0084504,2014-01-11 00:00:00,2014-02-08,2,R3
S0085726,2012-10-13 00:00:00,2012-11-10,22,R1
S0085726,2013-01-05 00:00:00,2013-02-02,2,R1
S0085726,2013-04-27 00:00:00,2013-05-25,2,R1
S0085726,2013-05-25 00:00:00,2013-06-25,2,R1
S0086544,2012-09-15 00:00:00,2012-10-13,2,R1
S0086544,2013-03-30 00:00:00,2013-04-27,2,R1
S0086544,2013-09-21 00:00:00,2013-10-19,27,R2
S0086544,2014-06-14 00:00:00,2014-07-01,5,R2
S0086544,2014-07-26 00:00:00,2014-08-23,2,R3
S0086544,2014-09-20 00:00:00,2014-10-04,5,R3
S0086544,2014-12-28 00:00:00,2015-01-10,5,R3
S0087246,2012-09-15 00:00:00,2012-10-13,22,R1
S0087246,2012-11-10 00:00:00,2012-12-08,2,R1
S0087246,2013-03-02 00:00:00,2013-03-30,2,R1
S0087246,2013-04-27 00:00:00,2013-05-25,2,R1
S0087739,2013-07-20 00:00:00,2013-08-17,2,R1
S0087739,2013-09-14 00:00:00,2013-10-12,22,R1
S0087739,2013-11-23 00:00:00,2013-12-07,5,R1
S0087739,2014-03-01 00:00:00,2014-03-29,2,R1
S0087739,2014-07-26 00:00:00,2014-08-23,27,R2
S0087739,2014-11-15 00:00:00,2014-12-09,5,R2
S0087739,2015-02-07 00:00:00,2015-03-07,2,R2
S0087739,2015-07-25 00:00:00,2015-08-08,5,R3
S0087739,2015-11-14 00:00:00,2015-12-08,2,R3
S0087739,2015-12-28 00:00:00,2016-01-09,27,R3
S0087739,2016-02-06 00:00:00,2016-02-20,5,R3
S0089046,2012-06-25 00:00:00,2012-07-21,22,R1
S0089046,2012-08-18 00:00:00,2012-09-15,2,R1
S0089046,2012-09-15 00:00:00,2012-09-29,5,R1
S0089046,2013-01-05 00:00:00,2013-02-02,2,R1
S0089046,2013-05-25 00:00:00,2013-06-08,5,R1
S0089046,2014-03-22 00:00:00,2014-04-05,5,R2
S0089046,2014-05-03 00:00:00,2014-05-31,27,R2
S0089046,2014-07-12 00:00:00,2014-07-26,5,R3
S0089046,2015-05-02 00:00:00,2015-05-30,2,R3
S0089046,2015-06-13 00:00:00,2015-07-01,5,R3
S0090032,2012-08-18 00:00:00,2012-09-15,22,R1
S0090032,2012-10-13 00:00:00,2012-11-10,2,R1
S0090032,2013-02-02 00:00:00,2013-03-02,2,R1
S0090032,2013-03-02 00:00:00,2013-03-16,5,R1
S0090032,2013-07-13 00:00:00,2013-07-27,5,R2
S0090032,2013-10-19 00:00:00,2013-11-16,27,R2
S0090032,2013-12-28 00:00:00,2014-01-11,2,R2
S0090032,2014-07-01 00:00:00,2014-07-12,5,R3
S0090032,2014-08-09 00:00:00,2014-08-23,5,R3
S0090032,2014-09-20 00:00:00,2014-10-18,2,R3
S0090032,2014-11-15 00:00:00,2014-12-09,27,R3
S0090032,2015-05-30 00:00:00,2015-07-01,2,R3
S0093270,2012-07-21 00:00:00,2012-08-18,2,R1
S0093270,2012-11-10 00:00:00,2012-11-24,5,R1
S0093270,2013-01-05 00:00:00,2013-01-19,5,R1
S0093270,2013-02-02 00:00:00,2013-03-02,2,R1
S0093270,2013-03-30 00:00:00,2013-04-27,22,R1
S0093270,2013-09-21 00:00:00,2013-10-19,2,R2
S0093270,2013-11-02 00:00:00,2013-11-16,5,R2
S0093270,2014-01-11 00:00:00,2014-02-08,27,R2
S0093270,2014-05-03 00:00:00,2014-05-17,5,R2
S0093270,2015-02-21 00:00:00,2015-03-07,5,R3
S0093271,2012-08-04 00:00:00,2012-08-18,5,R1
S0093271,2012-12-08 00:00:00,2013-01-05,2,R1
S0093271,2013-03-30 00:00:00,2013-04-27,2,R1
S0093271,2013-10-05 00:00:00,2013-10-19,5,R2
S0093271,2014-01-25 00:00:00,2014-02-08,5,R2
S0093271,2014-03-08 00:00:00,2014-04-05,27,R2
S0093271,2015-01-10 00:00:00,2015-02-07,27,R3
S0093271,2015-03-21 00:00:00,2015-04-04,5,R3
S0093272,2012-06-25 00:00:00,2012-07-21,22,R1
S0093272,2012-09-15 00:00:00,2012-10-13,2,R1
S0093272,2012-11-10 00:00:00,2012-12-08,2,R1
S0093272,2013-03-16 00:00:00,2013-03-30,5,R1
S0093272,2013-04-27 00:00:00,2013-05-25,2,R1
S0093272,2013-11-16 00:00:00,2013-12-28,27,R2
S0093272,2014-01-25 00:00:00,2014-02-08,5,R2
S0093272,2014-03-08 00:00:00,2014-03-22,5,R2
S0093272,2014-05-31 00:00:00,2014-07-01,2,R2
S0093272,2014-11-15 00:00:00,2014-12-09,27,R3
S0093272,2014-12-28 00:00:00,2015-01-10,5,R3
S0093272,2015-02-07 00:00:00,2015-03-07,2,R3
S0093273,2012-06-25 00:00:00,2012-07-21,2,R1
S0093273,2012-12-08 00:00:00,2013-01-05,2,R1
S0093273,2013-04-13 00:00:00,2013-04-27,5,R1
S0093273,2013-04-27 00:00:00,2013-05-25,22,R1
S0093273,2013-08-10 00:00:00,2013-08-24,5,R2
S0093273,2013-09-21 00:00:00,2013-10-19,27,R2
S0093273,2013-10-19 00:00:00,2013-11-02,5,R2
S0093273,2014-05-31 00:00:00,2014-07-01,2,R2
S0093273,2014-11-15 00:00:00,2014-11-29,5,R3
S0093273,2015-01-10 00:00:00,2015-02-07,27,R3
S0093274,2012-07-07 00:00:00,2012-07-21,5,R1
S0093274,2012-07-21 00:00:00,2012-08-18,2,R1
S0093274,2012-11-10 00:00:00,2012-12-08,2,R1
S0093274,2013-05-25 00:00:00,2013-06-25,2,R1
S0093274,2013-08-24 00:00:00,2013-09-21,27,R2
S0093274,2013-09-21 00:00:00,2013-10-05,5,R2
S0093274,2013-10-19 00:00:00,2013-11-16,2,R2
S0093274,2013-11-16 00:00:00,2013-12-28,22,R2
S0093274,2014-04-05 00:00:00,2014-04-19,5,R2
S0093274,2014-11-15 00:00:00,2014-12-09,27,R3
S0093274,2014-12-28 00:00:00,2015-01-10,2,R3
S0093274,2015-02-07 00:00:00,2015-03-07,2,R3
S0093275,2012-08-18 00:00:00,2012-09-15,2,R1
S0093275,2013-03-02 00:00:00,2013-03-30,2,R1
S0093275,2013-04-27 00:00:00,2013-05-11,5,R1
S0093275,2013-07-27 00:00:00,2013-08-24,27,R2
S0093275,2013-09-21 00:00:00,2013-10-19,2,R2
S0093275,2013-12-07 00:00:00,2013-12-28,5,R2
S0093275,2014-03-08 00:00:00,2014-04-05,22,R2
S0093275,2014-06-14 00:00:00,2014-07-01,5,R2
S0093275,2015-01-10 00:00:00,2015-01-24,5,R3
S0093275,2015-03-21 00:00:00,2015-04-04,5,R3
S0093278,2012-06-25 00:00:00,2012-07-21,2,R1
S0093278,2013-02-02 00:00:00,2013-03-02,2,R1
S0093278,2013-04-27 00:00:00,2013-05-25,2,R1
S0093278,2013-07-27 00:00:00,2013-08-24,22,R2
S0093278,2014-01-11 00:00:00,2014-02-08,27,R2
S0093278,2014-04-19 00:00:00,2014-05-03,5,R2
S0093278,2014-05-31 00:00:00,2014-07-01,2,R2
S0093278,2015-01-10 00:00:00,2015-02-07,27,R3
S0093278,2015-04-18 00:00:00,2015-05-02,5,R3
S0093278,2015-05-02 00:00:00,2015-05-30,2,R3
S0093280,2012-09-29 00:00:00,2012-10-13,5,R1
S0093280,2012-10-13 00:00:00,2012-11-10,2,R1
S0093280,2012-11-10 00:00:00,2012-12-08,22,R1
S0093280,2013-03-02 00:00:00,2013-03-30,2,R1
S0093280,2013-04-13 00:00:00,2013-04-27,5,R1
S0093280,2013-04-27 00:00:00,2013-05-25,2,R1
S0093280,2013-08-10 00:00:00,2013-08-24,5,R2
S0093280,2013-10-05 00:00:00,2013-10-19,5,R2
S0093280,2013-11-16 00:00:00,2013-12-28,27,R2
S0093280,2014-02-08 00:00:00,2014-03-08,2,R2
S0093280,2014-07-01 00:00:00,2014-07-26,27,R3
S0093280,2014-07-26 00:00:00,2014-08-09,5,R3
S0093280,2014-11-15 00:00:00,2014-12-09,2,R3
S0093280,2014-12-28 00:00:00,2015-01-10,2,R3
S0093281,2012-08-18 00:00:00,2012-09-15,22,R1
S0093281,2012-09-29 00:00:00,2012-10-13,5,R1
S0093281,2012-10-13 00:00:00,2012-11-10,2,R1
S0093281,2013-03-02 00:00:00,2013-03-30,2,R1
S0093281,2014-03-08 00:00:00,2014-04-05,27,R2
S0093281,2014-05-17 00:00:00,2014-05-31,5,R2
S0093283,2012-07-21 00:00:00,2012-08-18,2,R1
S0093283,2012-12-08 00:00:00,2013-01-05,22,R1
S0093283,2013-01-05 00:00:00,2013-01-19,5,R1
S0093283,2013-03-30 00:00:00,2013-04-27,2,R1
S0093283,2013-09-21 00:00:00,2013-10-05,5,R2
S0093283,2013-10-19 00:00:00,2013-11-16,2,R2
S0093283,2014-01-11 00:00:00,2014-02-08,27,R2
S0093283,2014-11-29 00:00:00,2014-12-09,5,R3
S0093283,2015-03-21 00:00:00,2015-04-04,5,R3
S0093284,2012-11-10 00:00:00,2012-12-08,2,R1
S0093284,2013-01-19 00:00:00,2013-02-02,5,R1
S0093284,2013-07-01 00:00:00,2013-07-13,5,R2
S0093284,2013-07-27 00:00:00,2013-08-24,27,R2
S0093284,2013-08-24 00:00:00,2013-09-21,2,R2
S0093284,2013-12-28 00:00:00,2014-01-11,22,R2
S0093284,2014-02-22 00:00:00,2014-03-08,5,R2
S0093284,2014-06-14 00:00:00,2014-07-01,5,R2
S0093284,2014-08-23 00:00:00,2014-09-20,2,R3
S0093284,2014-10-04 00:00:00,2014-10-18,5,R3
S0093284,2014-12-28 00:00:00,2015-01-10,5,R3
S0093284,2015-05-30 00:00:00,2015-07-01,27,R3
S0093285,2012-10-13 00:00:00,2012-11-10,2,R1
S0093285,2012-11-10 00:00:00,2012-11-24,5,R1
S0093285,2012-12-08 00:00:00,2013-01-05,2,R1
S0093285,2013-03-02 00:00:00,2013-03-16,5,R1
S0093285,2013-05-25 00:00:00,2013-06-25,2,R1
S0093285,2013-08-24 00:00:00,2013-09-21,27,R2
S0093285,2013-11-02 00:00:00,2013-11-16,5,R2
S0093285,2013-12-28 00:00:00,2014-01-11,5,R2
S0093285,2014-05-31 00:00:00,2014-07-01,2,R2
S0093285,2014-12-28 00:00:00,2015-01-10,27,R3
S0093286,2012-09-01 00:00:00,2012-09-15,5,R1
S0093286,2013-01-05 00:00:00,2013-02-02,2,R1
S0093286,2013-02-02 00:00:00,2013-03-02,22,R1
S0093286,2013-03-30 00:00:00,2013-04-27,2,R1
S0093286,2013-09-21 00:00:00,2013-10-19,27,R2
S0093286,2013-12-07 00:00:00,2013-12-28,5,R2
S0093286,2014-10-18 00:00:00,2014-11-01,5,R3
S0093286,2015-01-10 00:00:00,2015-02-07,2,R3
S0093286,2015-04-04 00:00:00,2015-05-02,2,R3
S0093286,2015-05-30 00:00:00,2015-06-13,5,R3
S0093287,2012-09-15 00:00:00,2012-10-13,2,R1
S0093287,2013-03-30 00:00:00,2013-04-27,2,R1
S0093287,2013-04-27 00:00:00,2013-05-25,22,R1
S0093287,2013-07-01 00:00:00,2013-07-27,27,R2
S0093287,2014-07-26 00:00:00,2014-08-23,2,R3
S0093287,2014-08-23 00:00:00,2014-09-06,5,R3
S0093287,2014-11-15 00:00:00,2014-12-09,22,R3
S0093287,2015-01-10 00:00:00,2015-01-24,5,R3
S0093288,2012-06-25 00:00:00,2012-07-21,2,R1
S0093288,2013-02-16 00:00:00,2013-03-02,5,R1
S0093288,2013-03-02 00:00:00,2013-03-30,2,R1
S0093288,2013-05-25 00:00:00,2013-06-25,22,R1
S0093289,2012-08-18 00:00:00,2012-09-15,2,R1
S0093289,2013-01-05 00:00:00,2013-02-02,22,R1
S0093289,2013-02-02 00:00:00,2013-03-02,2,R1
S0093289,2013-05-11 00:00:00,2013-05-25,5,R1
S0093289,2014-02-08 00:00:00,2014-02-22,5,R2
S0093289,2014-03-22 00:00:00,2014-04-05,5,R2
S0093289,2014-05-03 00:00:00,2014-05-31,27,R2
S0093289,2014-10-18 00:00:00,2014-11-15,2,R3
S0093289,2015-03-07 00:00:00,2015-03-21,5,R3
S0093290,2012-09-15 00:00:00,2012-10-13,22,R1
S0093290,2012-12-08 00:00:00,2013-01-05,2,R1
S0093290,2013-03-30 00:00:00,2013-04-13,5,R1
S0093290,2013-11-16 00:00:00,2013-12-28,27,R2
S0093290,2014-01-11 00:00:00,2014-01-25,5,R2
S0093290,2015-05-02 00:00:00,2015-05-30,27,R3
S0093291,2012-08-18 00:00:00,2012-09-15,2,R1
S0093291,2013-02-16 00:00:00,2013-03-02,5,R1
S0093291,2013-03-02 00:00:00,2013-03-30,2,R1
S0093291,2013-07-27 00:00:00,2013-08-24,27,R2
S0093291,2014-03-08 00:00:00,2014-03-22,5,R2
S0093291,2014-04-05 00:00:00,2014-05-03,2,R2
S0093291,2014-05-17 00:00:00,2014-05-31,5,R2
S0093291,2014-05-31 00:00:00,2014-07-01,22,R2
S0093291,2014-08-23 00:00:00,2014-09-06,5,R3
S0093291,2014-10-18 00:00:00,2014-11-01,5,R3
S0093292,2012-06-25 00:00:00,2012-07-21,2,R1
S0093292,2012-08-18 00:00:00,2012-09-01,5,R1
S0093292,2012-10-13 00:00:00,2012-11-10,2,R1
S0093292,2012-12-08 00:00:00,2012-12-22,5,R1
S0093292,2013-09-21 00:00:00,2013-10-19,2,R2
S0093292,2013-12-28 00:00:00,2014-01-11,5,R2
S0093292,2014-02-08 00:00:00,2014-03-08,22,R2
S0093292,2014-04-05 00:00:00,2014-05-03,2,R2
S0093292,2014-10-04 00:00:00,2014-10-18,5,R3
S0093292,2014-10-18 00:00:00,2014-11-15,27,R3
S0093292,2015-05-30 00:00:00,2015-06-13,5,R3
S0093293,2012-07-07 00:00:00,2012-07-21,5,R1
S0093293,2012-10-27 00:00:00,2012-11-10,5,R1
S0093293,2012-11-10 00:00:00,2012-12-08,2,R1
S0093293,2013-03-30 00:00:00,2013-04-27,2,R1
S0093293,2013-05-25 00:00:00,2013-06-25,22,R1
S0093293,2013-09-07 00:00:00,2013-09-21,5,R2
S0093293,2013-10-05 00:00:00,2013-10-19,5,R2
S0093293,2013-11-16 00:00:00,2013-12-28,27,R2
S0093293,2014-02-22 00:00:00,2014-03-08,5,R2
S0093293,2014-10-18 00:00:00,2014-11-01,5,R3
S0093293,2015-05-02 00:00:00,2015-05-30,2,R3
S0093295,2012-06-25 00:00:00,2012-07-21,2,R1
S0093295,2012-09-15 00:00:00,2012-10-13,2,R1
S0093295,2012-11-10 00:00:00,2012-12-08,22,R1
S0093295,2013-01-05 00:00:00,2013-02-02,2,R1
S0093295,2013-07-27 00:00:00,2013-08-24,2,R2
S0093295,2013-09-21 00:00:00,2013-10-19,27,R2
S0093295,2013-11-02 00:00:00,2013-11-16,5,R2
S0093295,2014-05-17 00:00:00,2014-05-31,5,R2
S0093295,2015-02-07 00:00:00,2015-02-21,5,R3
S0093295,2015-03-07 00:00:00,2015-04-04,27,R3
S0093295,2015-05-16 00:00:00,2015-05-30,5,R3
S0093296,2012-07-21 00:00:00,2012-08-18,2,R1
S0093296,2012-10-13 00:00:00,2012-10-27,5,R1
S0093296,2013-02-02 00:00:00,2013-02-16,5,R1
S0093296,2013-03-30 00:00:00,2013-04-27,2,R1
S0093296,2013-05-25 00:00:00,2013-06-25,2,R1
S0093296,2014-01-11 00:00:00,2014-02-08,27,R2
S0093296,2014-07-01 00:00:00,2014-07-26,22,R3
S0093296,2014-08-09 00:00:00,2014-08-23,5,R3
S0093296,2014-09-20 00:00:00,2014-10-18,2,R3
S0093296,2015-03-07 00:00:00,2015-04-04,2,R3
S0093296,2015-05-02 00:00:00,2015-05-30,27,R3
S0093383,2014-08-16 00:00:00,2014-09-13,2,R1
S0093383,2014-12-06 00:00:00,2015-01-03,2,R1
S0093383,2015-01-03 00:00:00,2015-01-17,5,R1
S0093383,2015-05-23 00:00:00,2015-06-06,5,R1
S0093383,2015-09-19 00:00:00,2015-10-17,27,R2
S0093383,2015-12-28 00:00:00,2016-01-09,5,R2
S0093383,2016-02-06 00:00:00,2016-03-05,2,R2
S0093383,2016-06-25 00:00:00,2016-07-16,27,R3
S0093383,2016-08-13 00:00:00,2016-08-27,5,R3
S0093383,2016-11-05 00:00:00,2016-12-03,2,R3
S0093383,2017-03-18 00:00:00,2017-04-01,5,R3
S0093383,2017-04-29 00:00:00,2017-05-27,22,R3
S0093399,2012-06-25 00:00:00,2012-07-21,2,R1
S0093399,2012-07-21 00:00:00,2012-08-04,5,R1
S0093399,2013-03-02 00:00:00,2013-03-30,22,R1
S0093399,2013-06-08 00:00:00,2013-06-25,5,R1
S0093399,2017-02-04 00:00:00,2017-03-04,2,R2
S0093399,2017-04-01 00:00:00,2017-04-29,27,R2
S0093696,2013-06-25 00:00:00,2013-07-20,2,R1
S0093696,2013-09-14 00:00:00,2013-09-28,5,R1
S0093696,2014-04-12 00:00:00,2014-04-26,5,R1
S0093696,2014-05-24 00:00:00,2014-06-25,2,R1
S0093696,2014-07-01 00:00:00,2014-07-26,2,R2
S0093696,2014-07-26 00:00:00,2014-08-23,27,R2
S0093696,2015-04-18 00:00:00,2015-05-02,5,R2
S0093696,2015-09-19 00:00:00,2015-10-17,27,R3
S0093834,2012-07-21 00:00:00,2012-08-18,22,R1
S0093834,2012-08-18 00:00:00,2012-09-15,2,R1
S0093834,2012-10-13 00:00:00,2012-10-27,5,R1
S0093834,2012-12-08 00:00:00,2013-01-05,2,R1
S0093835,2012-09-01 00:00:00,2012-09-15,5,R1
S0093835,2012-12-08 00:00:00,2013-01-05,2,R1
S0093835,2013-02-02 00:00:00,2013-03-02,22,R1
S0093835,2013-03-30 00:00:00,2013-04-13,5,R1
S0093835,2013-05-25 00:00:00,2013-06-25,2,R1
S0093837,2012-07-21 00:00:00,2012-08-18,22,R1
S0093837,2012-09-15 00:00:00,2012-10-13,2,R1
S0093837,2012-10-27 00:00:00,2012-11-10,5,R1
S0094241,2012-06-25 00:00:00,2012-07-21,2,R1
S0094241,2013-01-05 00:00:00,2013-02-02,2,R1
S0094241,2013-02-02 00:00:00,2013-03-02,2,R1
S0094241,2013-03-02 00:00:00,2013-03-30,22,R1
S0094249,2012-07-21 00:00:00,2012-08-18,2,R1
S0094249,2012-11-10 00:00:00,2012-12-08,2,R1
S0094249,2013-08-24 00:00:00,2013-09-21,27,R2
S0094249,2014-05-17 00:00:00,2014-05-31,5,R2
S0094249,2014-07-26 00:00:00,2014-08-23,27,R3
S0094249,2015-02-07 00:00:00,2015-02-21,5,R3
S0094535,2014-11-08 00:00:00,2014-11-22,5,R1
